p001,p002,p003,p004,p005,p006,p007,p008,p009,p010,p011,p012,p013,p014,p015,p016,p018,p019,p020,p021,p022,p023,p024,p025,p026,p027,p028,p029,p030,p031,p032,p033,p034,p035,p036,p037,p038,p039,p040,p041,p042,p043,p044,p045,p046,p047,p048,p049,p051,p052,p053,p054,p055,p057,p058,p059,p060,p061,p062,p063,p064,p065,p066,p067,p068,p069,p070,p071,p072,p073,p074
64.1818181818182,-1.7647,4.82,,,,,,,0.22815533980582503,-0.6629999999999999,-1.41,,,-0.5783699059561129,-2.7060000000000004,,,,1.34042553191489,4.7,8.54545454545455,37.2586,,12.01,1.74,,,1.1740000000000002,,-1.3 ,,4.58,,,3.072261,5.4,1.47619047619048,,,0.868,,,,,-4.02,1.05,4.35,35.0375,-1.32,40.0,3.3179190751445096,4.19,-0.7,31.5239,5.27272727272727,,0.0,,,4.797,5.09,2.89,,0.42,0.29,-0.23,-0.0643185298621746,1.9480958230958199,6.27,
25.1,2.5747,2.25,,,,,,,-2.08510638297872,0.457,-1.35,,,-1.67894736842105,10.502,,,,-0.12727272727272698,4.48,1.1578947368421102,9.445,,46.28 ,-2.09,,,-5.011,,-4.1 ,,-2.43,,,0.718939,5.39,2.0614035090000002,,,4.371,,,,,,1.07,4.37,0.9143,1.54,21.0,2.84259259259259,5.24,-0.91,-18.29,4.71428571428571,,0.01,,,7.114,21.43,0.57,,3.49,0.12,74.3,4.40065681444992,-2.32238470191226,-1.03,
6.15,-1.4157,1.42,,,,,,,1.09283819628647,-3.3080000000000003,-1.19,,,-0.35514018691588795,-0.31,,,,2.3448275862069,30.29,2.6666666666666696,20.1496,,33.17,-4.37,,,-0.055,,10.3 ,,-2.69,,,,5.15,0.833333333,,,0.45799999999999996,,,,,,0.75,0.17,0.1271,1.8,25.1,4.3121387283237,2.52,1.77,30.715,13.8,,0.25,,,7.7010000000000005,19.5,1.17,,-0.75,0.44,5.87,1.0,-1.04369175268063,2.99,
12.3265306122449,0.3933,-1.34,,,,,,,-2.33195020746888,3.09,-1.25,,,-1.7774086378737501,-0.02,,,,,43.63,41.8695652173913,-9.3885,,44.98 ,6.91,,,2.004,,-3.8 ,,4.97,,,,5.37,1.658536585,,,-3.7760000000000002,,,,,,11.73,1.7,10.0001,-3.18,16.3,0.34615384615384603,2.73,-1.44,31.5239,20.5,,0.0,,,5.968,10.93,-0.16,,1.26,8.93,3.1,1.57633802816901,2.1797964963809897,-0.62,
7.96774193548387,3.8911,-1.1,,,,,,,-0.670818505338078,-1.845,-1.29,,,-0.562616822429907,-0.843,,,,,0.69,0.16,-3.0271,,44.5,7.53,,,0.88,,1.8 ,,2.24,,,,5.66,1.223880597,,,-0.7190000000000001,,,,,,1.36,0.05,11.7653,4.44,26.2,0.96969696969697,1.45,1.15,60.3945,11.333333333333302,,,,,-1.965,5.01,2.83,,-4.77,0.51,79.0,0.22628343578667603,2.58712862858602,-2.92,
7.8,11.9549,5.07,,,,,,,-1.205,-0.318,-1.42,,,-1.66926677067083,-1.014,,,,,0.76,2.28571428571429,7.6256,,44.23 ,5.74,,,-1.331,,0.5 ,,-2.48,,,,4.52,0.538461538,,,-0.348,,,,,,-0.72,0.24,1.202,0.0001,50.0,0.695652173913043,1.6,0.07,62.9201,7.8,,,,,-1.964,14.0,3.11,,4.58,2.69,12.7,1.20391227030231,-1.8502850078978101,-1.68,
18.4358974358974,2.575,5.05,,,,,,,-1.2,-0.32299999999999995,-1.27,,,1.3551797040169098,-0.754,,,,,2.6,1.42857142857143,12.3366,,-6.94,-3.21,,,1.865,,2.9 ,,-2.73,,,,5.17,2.142857143,,,2.164,,,,,,9.91,-0.21,1.0102,0.92,23.7,1.62637362637363,3.01,1.08,2.3930000000000002,14.333333333333302,,,,,-1.869,7.85,2.61,,2.28,4.1,5.39,0.214222517142225,-1.86810331652147,-3.44,
32.7083333333333,1.2494,2.05,,,,,,,-2.56410256410256,74.279,-1.53,,,0.9833679833679829,0.0,,,,,2.84,11.3401015228426,33.3446,,-12.48,-7.19,,,0.534,,6.3 ,,1.68,,,,5.51,1.439655172,,,-1.567,,,,,,5.26,-1.32,3.3728,0.49,37.2,1.19540229885057,2.73,0.91,1.7683,11.166666666666698,,,,,2.866,5.39,-7.43,,13.91,1.38,2.33,0.712375291870091,2.46265306122449,-0.46,
28.9032258064516,3.3722,2.62,,,,,,,-0.7738095238095241,19.985,-6.65,,,0.732115677321157,,,,,,17.44,10.3513513513514,2.4035,,14.04,7.99,,,7.307,,-16.9 ,,1.52,,,,5.71,1.926829268,,,-0.285,,,,,,2.42,0.2,3.2596,0.61,27.2,3.99421965317919,1.1,3.64,5.0,7.125,,,,,3.2089999999999996,10.35,-8.07,,-8.88,1.83,13.5,-3.21910828025478,3.15860597439545,7.55,
10.303030303030301,-0.695,-0.73,,,,,,,-0.7857142857142858,-1.9969999999999999,-6.14,,,1.41900647948164,,,,,,18.19,2.6363636363636402,-2.2245,,4.83,5.05,,,0.987,,0.6 ,,-0.14,,,,4.58,1.477272727,,,15.700999999999999,,,,,,1.14,1.82,1.4456,0.8740000000000001,28.1,3.58,4.31,-0.12,2.3930000000000002,3.69230769230769,,,,,3.128,3.29,-5.93,,-10.65,1.16,9.73,1.52439465124684,-2.4026120606256,-3.6,
10.0483870967742,,1.32,,,,,,,-2.54545454545455,0.078,-5.48,,,0.291194968553459,,,,,,19.47,0.0636363636363636,-2.2314,,3.31,-3.46,,,2.634,,-1.8 ,,1.01,,,,5.39,2.130434783,,,1.614,,,,,,-3.18,1.65,1.1853,-2.206,43.3,4.9058823529411795,4.22,-1.87,1.7683,8.22222222222222,,,,,7.032,-2.82,-6.8,,4.85,0.13,14.5,1.6555555555555599,-2.1226737072573902,2.74,
16.8695652173913,,2.62,,,,,,,-0.0168,-1.209,-7.62,,,2.0254777070063703,,,,,,20.48,45.047619047619,0.6781,,0.26,,,,-0.358,,-4.6 ,,-1.61,,,,,2.153846154,,,3.688,,,,,,3.28,2.13,2.4919,-2.75,25.6,1.0,4.81,0.54,14.1358,2.7272727272727297,,,,,6.515,3.72,-7.05,,8.1,1.07,6.64,0.429403202328967,2.43997380675204,-5.02,
20.1666666666667,,0.63,,,,,,,39.5555555555556,2.592,-6.25,,,0.453757225433526,,,,,,0.9,9.59523809523809,3.3092,,,,,,3.702,,12.9 ,,2.03,,,,,1.4583333330000001,,,-1.4409999999999998,,,,,,3.33,1.29,2.2818,0.54,28.2,0.5670103092783499,5.07,0.45,10.7336,10.2857142857143,,,,,6.475,1.65,-4.81,,6.15,0.91,2.45,4.18550106609808,3.52803152427011,0.43,
25.7878787878788,,1.28,,,,,,,-1.00321027287319,2.753,-6.6,,,2.21510883482714,,,,,,0.88,2.3125,8.8421,,,,,,-1.936,,1.4 ,,1.72,,,,,1.0909090909999999,,,-3.338,,,,,,0.01,1.25,0.6702,9.63,9.1,0.452380952380952,1.89,-1.77,1.4208,13.2,,,,,-3.5610000000000004,-2.87,3.45,,-5.79,1.05,15.6,0.833333333333333,-1.50727541121889,-0.62,
6.240963855421691,,1.68,,,,,,,0.1237721021611,2.412,-7.15,,,0.39846938775510204,,,,,,1.3,1.75,3.3273,,,,,,0.141,,2.6 ,,0.53,,,,,2.016260163,,,-0.247,,,,,,6.91,-0.25,0.7598,-1.1,34.2,1.38888888888889,1.5,1.18,1.2314,12.833333333333302,,,,,-3.8819999999999997,-8.31,3.71,,16.66,1.41,6.2,1.1318681318681298,-1.7801722017220198,-1.44,
15.4,,0.79,,,,,,,2.12727272727273,1.768,-7.58,,,3.03405572755418,,,,,,1.14,11.776536312849199,-0.2801,,,,,,1.166,,1.0 ,,5.37,,,,,1.857142857,,,1.5959999999999999,,,,,,1.66,0.28,0.2136,-1.46,20.9,2.87407407407407,1.06,-2.65,-1.2513,11.166666666666698,,,,,-3.6710000000000003,0.0,3.49,,-12.96,1.75,1.94,0.38089983022071294,3.39862772989708,0.67,
12.395604395604401,,1.27,,,,,,,-1.7003058103975501,-0.273,-7.5,,,0.44246575342465794,,,,,,7.28,10.787878787878801,-4.7462,,,,,,12.41,,1.8 ,,13.27,,,,,0.904761905,,,5.98,,,,,,8.32,1.46,0.1877,2.87,5.9,3.5120772946859904,0.55,3.05,1.4208,7.71428571428571,,,,,0.32799999999999996,0.0,3.24,,-13.14,6.19,8.38,1.90092983939138,3.19174717537252,4.78,
7.96551724137931,,4.8,,,,,,,1.8773584905660399,-0.205,-7.16,,,1.3394495412843999,,,,,,8.0,1.29411764705882,27.9476,,,,,,1.979,,-2.9 ,,0.6,,,,,0.35714285700000004,,,-2.001,,,,,,1.84,2.34,0.1799,3.25,10.9,0.0681818181818182,0.55,2.18,1.2314,17.0,,,,,0.147,0.0,0.27,,8.75,0.07,14.1,0.833786231884058,-2.6170629522825,1.89,
21.3589743589744,,5.67,,,,,,,1.6432160804020102,0.272,-5.73,,,7.56944444444444,,,,,,9.16,2.21428571428571,11.9592,,,,,,-2.157,,0.1 ,,10.98,,,,,0.25,,,1.22,,,,,,1.2,0.48,0.1296,4.56,9.3,2.41379310344828,7.06,6.55,4.6215,17.6666666666667,,,,,0.175,0.0,1.89,,12.0,0.47,0.65,0.671271338724169,-3.04978284825306,1.71,
12.241935483871,,4.77,,,,,,,-0.278947368421053,0.585,3.31,,,0.0941176470588235,,,,,,10.28,57.5294117647059,21.1995,,,,,,0.054000000000000006,,2.9 ,,10.32,,,,,2.166666667,,,29.561999999999998,,,,,,21.35,0.71,1.2367,8.5,9.6,4.0873786407767,7.52,-2.49,5.5002,22.3333333333333,,,,,-3.1510000000000002,0.0,1.03,,9.61,3.55,-11.2,-1.5413333333333301,2.19713177383331,-2.97,
10.8144329896907,,4.17,,,,,,,0.9285714285714279,0.013999999999999999,2.35,,,0.6455696202531651,,,,,,-1.66,1.33333333333333,-4.5729,,,,,,-0.1,,6.3 ,,6.58,,,,,1.93902439,,,0.14,,,,,,2.44,1.4,0.8138,0.66,30.4,1.99290780141844,4.91,-2.01,-13.1282,2.19047619047619,,,,,-0.326,47.03,13.56,,-10.41,4.18,59.1,-0.5326430831176301,2.48045055778187,2.24,
10.3780487804878,,5.33,,,,,,,-2.0879120879120903,-0.629,1.29,,,0.918604651162791,,,,,,19.47,2.0,1.8654,,,,,,1.6780000000000002,,-16.9 ,,3.9741,,,,,1.829787234,,,6.212999999999999,,,,,,0.22,1.24,0.9157,-2.2,11.7,2.9357798165137594,10.21,-2.17,-13.4687,4.5333333333333306,,,,,-0.23600000000000002,-2.31,2.69,,0.81,10.47,14.1,-1.97297297297297,-1.7290300546448099,2.9,
16.970588235294098,,4.48,,,,,,,1.29801324503311,-3.924,3.26,,,-0.67012987012987,,,,,,20.48,3.0,2.5089,,,,,,2.298,,0.6 ,,5.0686,,,,,0.896551724,,,1.756,,,,,,0.26,1.04,1.1492,1.22,13.2,3.6551724137931,0.53,0.1,-9.1117,18.5,,,,,-2.8080000000000003,11.86,1.6,,3.98,3.7,5.91,0.9897610921501709,-1.81006624156503,-4.4,
6.09677419354839,,4.22,,,,,,,0.31147540983606603,3.05,4.14,,,-1.86893203883495,,,,,,0.9,10.5732217573222,3.9334,,,,,,-1.1059999999999999,,-1.8 ,,-0.083,,,,,2.666666667,,,-3.012,,,,,,-0.12,0.32,1.8177,-3.54,11.3,1.935546875,2.89,0.86,-9.6123,41.0,,,,,-0.11699999999999999,3.08,0.54,,-0.77,1.53,1.7,-4.17598908594816,1.8697240649937499,0.48,
6.725274725274731,,4.84,,,,,,,1.98684210526316,3.037,1.57,,,-1.44055944055944,,,,,,0.88,15.40625,24.9126,,,,,,-0.013999999999999999,,-4.6 ,,1.9285,,,,,36.0,,,1.0190000000000001,,,,,,1.6,0.06,1.7552,0.12,16.0,2.07017543859649,1.46,1.68,-6.4435,10.5714285714286,,,,,-0.179,21.3,0.13,,1.05,3.74,6.79,-2.6666666666666696,3.7266762199260897,-1.18,
20.1428571428571,,4.05,,,,,,,-1.25128205128205,1.16,1.68,,,-0.6842105263157889,,,,,,1.3,1.4074074074074099,2.5814,,,,,,-0.055,,12.9 ,,4.3951,,,,,1.315789474,,,5.067,,,,,,0.72,0.07,1.6685,0.49,27.3,1.6660516605166102,1.41,0.52,-9.1117,2.36842105263158,,,,,-1.9980000000000002,12.54,23.12,,-4.36,0.81,10.3,-1.7532355478861104,-2.00234350909652,2.91,
